T	S1
0	0.221434
1	0.210776
2	0.199068
3	0.186373
4	0.172760
5	0.158304
6	0.143083
7	0.127182
8	0.110686
9	0.093687
10	0.076278
11	0.058552
12	0.040607
13	0.022539
14	0.004447
15	-0.013573
16	-0.031423
17	-0.049010
18	-0.066240
19	-0.083024
20	-0.099274
21	-0.114908
22	-0.129845
23	-0.144012
24	-0.157339
25	-0.169762
26	-0.181223
27	-0.191670
28	-0.201057
29	-0.209344
30	-0.216500
31	-0.222499
32	-0.227323
33	-0.230960
34	-0.233405
35	-0.234661
36	-0.234739
37	-0.233653
38	-0.231426
39	-0.228089
40	-0.223675
41	-0.218227
42	-0.211789
43	-0.204415
44	-0.196159
45	-0.187083
46	-0.177250
47	-0.166729
48	-0.155588
49	-0.143902
50	-0.131745
51	-0.119193
52	-0.106322
53	-0.093210
54	-0.079934
55	-0.066570
56	-0.053193
57	-0.039877
58	-0.026693
59	-0.013711
60	-0.000996
61	0.011389
62	0.023384
63	0.248542
64	-0.187919
65	0.033694
66	0.318932
67	-0.107447
68	-0.018712
69	0.359609
70	-0.015323
71	-0.067369
72	0.368425
73	0.081330
74	-0.106004
75	0.346089
76	0.174747
77	-0.129523
78	0.296055
79	0.257229
80	-0.134535
81	0.224157
82	0.321848
83	-0.119696
84	0.138041
85	0.363102
86	-0.085842
87	0.046427
88	0.377441
89	-0.035909
90	-0.041712
91	0.363617
92	0.025367
93	-0.117995
94	0.322829
95	0.091928
96	-0.175401
97	0.258634
98	0.157003
99	-0.208909
100	0.176644
101	0.213789
102	-0.215945
103	0.084025
104	0.256145
105	-0.196584
106	-0.011149
107	0.279211
108	-0.153513
109	-0.100633
110	0.279909
111	-0.091735
112	-0.176768
113	0.257270
114	-0.018064
115	-0.233181
116	0.212552
117	0.059556
118	-0.265375
119	0.149144
120	0.132824
121	-0.271137
122	0.072255
123	0.193896
124	-0.250740
125	-0.011571
126	0.236145
127	-0.206907
128	-0.095074
129	0.254793
130	-0.144545
131	-0.170965
132	0.247383
133	-0.070273
134	0.315818
135	0.629659
136	-0.321297
137	-0.863966
138	0.176417
139	0.682145
140	0.002717
141	-0.360968
142	-0.383911
143	-0.124524
144	0.611609
145	0.351941
146	-0.791345
147	-0.536011
148	0.513433
149	0.388023
150	-0.165604
151	-0.378772
152	-0.472477
153	0.163353
154	0.730765
155	-0.202373
156	-0.924360
157	-0.060326
158	0.516396
159	0.125747
160	-0.202938
161	-0.532623
162	-0.391559
163	0.565469
164	0.486830
165	-0.707773
166	-0.658929
167	0.267552
168	0.347221
169	0.051359
170	-0.301956
171	-0.680528
172	-0.004887
173	0.799259
174	-0.023082
175	-0.855239
176	-0.220480
177	0.348583
178	0.263664
179	0.057984
180	-0.532628
181	-0.566609
182	0.532898
183	0.663669
184	-0.480640
185	-0.618684
186	0.101886
187	0.331942
188	0.340193
189	-0.071227
190	-0.729661
191	-0.102923
192	0.883446
193	0.238755
194	-0.623851
195	-0.251538
196	0.217479
197	0.412925
198	0.396088
199	-0.393278
200	-0.644369
201	0.496266
202	0.824151
203	-0.182465
204	-0.468552
205	-0.025107
206	0.273422
207	0.593436
208	0.202353
209	-0.705740
210	-0.210200
211	0.874451
212	0.444053
213	-0.363377
214	-0.257750
215	0.023671
216	0.443390
217	0.659168
218	-0.248215
219	-0.727560
220	0.352754
221	0.837734
222	0.044108
223	-0.324815
224	-0.197131
225	0.084119
226	0.696228
227	0.402590
228	-0.690571
229	-0.380246
230	0.710220
231	0.507458
232	-0.153335
233	-0.280514
234	-0.249631
235	0.322655
236	0.793551
237	-0.136262
238	-0.817119
239	0.117021
240	0.699164
241	0.175206
242	-0.192541
243	-0.382288
244	-0.197650
245	0.659708
246	0.526572
247	-0.663436
248	-0.561950
249	0.438928
250	0.447213
251	0.013126
252	-0.286357
253	-0.543123
254	0.096332
255	0.812711
256	-0.047897
257	-0.875700
258	-0.155433
259	0.444415
260	0.215312
261	-0.065547
262	-0.543161
263	-0.522760
264	0.506583
265	0.570994
266	-0.617110
267	-0.717319
268	0.105217
269	0.280118
270	0.131891
271	-0.259796
272	-0.808449
273	-0.187437
274	0.736639
275	0.026447
276	-0.867038
277	-0.396949
278	0.137792
279	0.201624
280	0.091180
281	-0.609628
282	-0.792545
283	0.325499
284	0.601610
285	-0.478700
286	-0.736173
287	-0.156392
288	0.125976
289	0.300963
290	-0.087936
291	-0.893690
292	-0.362164
293	0.710718
294	0.214406
295	-0.645311
296	-0.426816
297	-0.034425
298	0.291396
299	0.417701
300	0.038304
301	-0.299727
302	0.111581
303	0.148393
304	-0.257619
305	0.072965
306	0.246229
307	-0.188224
308	0.030747
309	0.324608
310	-0.096045
311	-0.008931
312	0.378107
313	0.012134
314	-0.040301
315	0.403524
316	0.127808
317	-0.058605
318	0.400096
319	0.241489
320	-0.060627
321	0.369506
322	0.343542
323	-0.045065
324	0.315651
325	0.425045
326	-0.012717
327	0.244227
328	0.478598
329	0.033565
330	0.162143
331	0.499004
332	0.089117
333	0.076852
334	0.483757
335	0.147917
336	-0.004361
337	0.433293
338	0.203170
339	-0.075046
340	0.350981
341	0.248006
342	-0.130162
343	0.242855
344	0.276187
345	-0.166491
346	0.117104
347	0.282784
348	-0.182874
349	-0.016627
350	0.264734
351	-0.180219
352	-0.148062
353	0.221230
354	-0.161325
355	-0.267175
356	0.153902
357	-0.130501
358	-0.365047
359	0.066768
360	-0.093057
361	-0.434613
362	-0.034058
363	-0.054700
364	-0.471250
365	-0.140853
366	-0.020898
367	-0.473130
368	-0.244950
369	0.003711
370	-0.441334
371	-0.337507
372	0.015819
373	-0.379701
374	-0.410312
375	0.013795
376	-0.294431
377	-0.456546
378	-0.002146
379	-0.193493
380	-0.471443
381	-0.029975
382	-0.085876
383	-0.452765
384	-0.066071
385	0.019230
386	-0.401066
387	-0.105625
388	0.113254
389	-0.319698
390	-0.143161
391	0.188993
392	-0.214569
393	-0.173144
394	0.241218
395	-0.093664
396	-0.190594
397	0.267082
398	0.033626
399	-0.191662
400	0.266295
401	0.157309
402	-0.174086
403	0.241068
404	0.267655
405	-0.137494
406	0.195806
407	0.356047
408	-0.083524
409	0.136623
410	0.415733
411	-0.015728
412	0.070688
413	0.442416
414	0.060716
415	0.005498
416	0.434623
417	0.139460
418	-0.051870
419	0.393825
420	0.168127
421	0.163640
422	0.158409
423	0.152486
424	0.145928
425	0.138794
426	0.131145
427	0.123046
428	0.114560
429	0.105755
430	0.096696
431	0.087452
432	0.078088
433	0.068669
434	0.059261
435	0.049924
436	0.040720
437	0.031706
438	0.022936
439	0.014461
440	0.006330
441	-0.001415
442	-0.008733
443	-0.015591
444	-0.021958
445	-0.027808
446	-0.033121
447	-0.037880
448	-0.042074
449	-0.045699
450	-0.048752
451	-0.051237
452	-0.053163
453	-0.054543
454	-0.055392
455	-0.055734
456	-0.055591
457	-0.054994
458	-0.053973
459	-0.052564
460	-0.050803
461	-0.048729
462	-0.046385
463	-0.043811
464	-0.041053
465	-0.038153
466	-0.035156
467	-0.032107
468	-0.029050
469	-0.026025
470	-0.023076
471	-0.020242
472	-0.017561
473	-0.015067
474	-0.012794
475	-0.010772
476	-0.009027
477	-0.007584
478	-0.006462
479	-0.005677
480	-0.005242
481	-0.005165
482	-0.005452
483	-0.006104
484	-0.007117
485	-0.008485
486	-0.010196
487	-0.012237
488	-0.014589
489	-0.017232
490	-0.020140
491	-0.023287
492	-0.026642
493	-0.030173
494	-0.033845
495	-0.037622
496	-0.041466
497	-0.045337
498	-0.049196
499	-0.053001
500	-0.056713
501	-0.060290
502	-0.063693
503	-0.066882
504	-0.069820
505	-0.072469
506	-0.074796
507	-0.076768
508	-0.078355
509	-0.079529
510	-0.080267
511	-0.080545
512	-0.080347
513	-0.079657
514	-0.078465
515	-0.076763
516	-0.074546
517	-0.071816
518	-0.068575
519	-0.064832
520	-0.060598
521	-0.055888
522	-0.050720
523	-0.045117
524	-0.039104
525	-0.032709
526	-0.025964
527	-0.018903
528	-0.011562
529	-0.003981
530	0.003801
531	0.011740
532	0.019793
533	0.027916
534	0.036062
535	0.044186
536	0.052243
537	0.060185
538	0.067967
539	0.075546
540	0.082878
541	0.089920
542	0.096632
543	0.102976
544	0.108915
545	0.114415
546	0.119446
547	0.123977
548	0.127985
549	0.131445
550	0.134339
551	0.136650
552	0.138365
553	0.139475
554	0.139974
555	0.139860
556	0.139132
557	0.137795
558	0.135856
559	0.133326
560	0.130218
561	0.126549
562	0.122338
563	0.117606
564	0.112378
565	0.106681
566	0.100543
567	0.093993
568	0.087065
569	0.079792
570	0.072208
571	0.064349
572	0.056250
573	0.047949
574	0.039483
575	0.030889
576	0.022202
577	0.013461
578	0.004701
579	-0.004043
580	-0.012736
581	-0.021345
582	-0.029838
583	-0.038184
584	-0.046354
585	-0.054319
586	-0.062054
587	-0.069533
588	-0.076734
589	-0.083636
590	-0.090218
591	-0.096464
592	-0.102356
593	-0.107882
594	-0.113028
595	-0.117784
596	-0.122140
597	-0.126089
598	-0.129623
599	-0.132739
600	-0.135433
601	-0.137702
602	-0.139545
603	-0.140962
604	-0.141953
605	-0.142520
606	-0.142667
607	-0.142395
608	-0.141708
609	-0.140612
610	-0.139110
611	-0.137208
612	-0.134912
613	-0.132228
614	-0.129162
615	-0.125721
616	-0.121912
617	-0.117743
618	-0.113220
619	-0.108354
620	-0.103150
621	-0.097620
622	-0.091771
623	-0.085614
624	-0.079159
625	-0.072418
626	-0.065401
627	-0.058121
628	-0.050592
629	-0.042827
630	-0.034842
631	-0.026653
632	-0.018277
633	-0.009732
634	-0.001039
635	0.007783
636	0.016710
637	0.025721
638	0.034789
639	0.043890
640	0.052996
641	0.062078
642	0.071107
643	0.080051
644	0.088880
645	0.097559
646	0.106056
647	0.114335
648	0.122361
649	0.130098
650	0.137511
651	0.144563
652	0.151218
653	0.157440
654	0.163193
655	0.168443
656	0.173156
657	0.177299
658	0.180841
659	0.183752
660	0.186004
661	0.187572
662	0.188432
663	0.188563
664	0.187947
665	0.186570
666	0.184419
667	0.181486
668	0.177767
669	0.173261
670	0.167970
671	0.161902
672	0.155067
673	0.147480
674	0.139161
675	0.130134
676	0.120425
677	0.110068
678	0.099098
679	0.087555
680	0.075482
681	0.062929
682	0.049945
683	0.036586
684	0.022908
685	0.008973
686	-0.005157
687	-0.019416
688	-0.033738
689	-0.048054
690	-0.062294
691	-0.076388
692	-0.090264
693	-0.103852
694	-0.117082
695	-0.129883
696	-0.142188
697	-0.153930
698	-0.165045
699	-0.175471
700	-0.185148
701	-0.194023
702	-0.202042
703	-0.209158
704	-0.215329
705	-0.220514
706	-0.224682
707	-0.227804
708	-0.229858
709	-0.230826
710	-0.230697
711	-0.229467
712	-0.227137
713	-0.223714
714	-0.219211
715	-0.213648
716	-0.207051
717	-0.199450
718	-0.190884
719	-0.181395
720	-0.171032
721	-0.159849
722	-0.147902
723	-0.135256
724	-0.121978
725	-0.108137
726	-0.093808
727	-0.079069
728	-0.063998
729	-0.048676
730	-0.033187
731	-0.017614
732	-0.002042
733	0.013446
734	0.028766
735	0.043836
736	0.058574
737	0.072903
738	0.086747
739	0.100032
740	0.112690
741	0.124655
742	0.135866
743	0.146268
744	0.155808
745	0.164443
746	0.172131
747	0.178839
748	0.184539
749	0.189210
750	0.192836
751	0.195410
752	0.196928
753	0.197396
754	0.196824
755	0.195229
756	0.192634
757	0.189069
758	0.184569
759	0.179174
760	0.172930
761	0.165887
762	0.158100
763	0.149629
764	0.140535
765	0.130885
766	0.120747
767	0.110191
768	0.099291
769	0.088120
770	0.076751
771	0.065261
772	0.053722
773	0.042208
774	0.030791
775	0.019542
776	0.008527
777	-0.002187
778	-0.012540
779	-0.022472
780	-0.031930
781	-0.040863
782	-0.049226
783	-0.056979
784	-0.064087
785	-0.070519
786	-0.076250
787	-0.081263
788	-0.085543
789	-0.089083
790	-0.091882
791	-0.093942
792	-0.095273
793	-0.095890
794	-0.095812
795	-0.095065
796	-0.093678
797	-0.091684
798	-0.089123
799	-0.086035
800	-0.082467
801	-0.078465
802	-0.074082
803	-0.069371
804	-0.064385
805	-0.059181
806	-0.053815
807	-0.048345
808	-0.042827
809	-0.037318
810	-0.031872
811	-0.026543
812	-0.021383
813	-0.016440
814	-0.011762
815	-0.007391
816	-0.003368
817	0.000272
818	0.003497
819	0.006278
820	0.008594
821	0.010424
822	0.011756
823	0.012581
824	0.012895
825	0.012699
826	0.012000
827	0.010807
828	0.009137
829	0.007011
830	0.004452
831	0.001490
832	-0.001842
833	-0.005508
834	-0.009467
835	-0.013677
836	-0.018092
837	-0.022664
838	-0.027343
839	-0.032078
840	-0.036817
841	-0.041507
842	-0.046095
843	-0.050528
844	-0.054754
845	-0.058722
846	-0.062385
847	-0.065693
848	-0.068603
849	-0.071073
850	-0.073063
851	-0.074540
852	-0.075471
853	-0.075830
854	-0.075592
855	-0.074741
856	-0.073262
857	-0.071146
858	-0.068391
859	-0.064996
860	-0.060969
861	-0.056320
862	-0.051068
863	-0.045231
864	-0.038838
865	-0.031919
866	-0.024508
867	-0.016646
868	-0.008377
869	0.000254
870	0.009194
871	0.018392
872	0.027790
873	0.037330
874	0.046953
875	0.056596
876	0.066197
877	0.075694
878	0.085022
879	0.094120
880	0.102924
881	0.111375
882	0.119414
883	0.126982
884	0.134027
885	0.140496
886	0.146340
887	0.151516
888	0.155982
889	0.159701
890	0.162641
891	0.164775
892	0.166080
893	0.166538
894	0.166137
895	0.164869
896	0.162733
897	0.159731
898	0.155873
899	0.151172
900	0.145648
901	0.139324
902	0.132229
903	0.124398
904	0.115867
905	0.106680
906	0.096883
907	0.086525
908	0.075660
909	0.064344
910	0.052635
911	0.040594
912	0.028284
913	0.015770
914	0.003116
915	-0.009611
916	-0.022346
917	-0.035023
918	-0.047576
919	-0.059941
920	-0.072055
921	-0.083857
922	-0.095287
923	-0.106289
924	-0.116809
925	-0.126796
926	-0.136202
927	-0.144982
928	-0.153096
929	-0.160508
930	-0.167184
931	-0.173098
932	-0.178224
933	-0.182543
934	-0.186041
935	-0.188706
936	-0.190532
937	-0.191518
938	-0.191666
939	-0.190983
940	-0.189480
941	-0.187171
942	-0.184077
943	-0.180218
944	-0.175620
945	-0.170314
946	-0.164331
947	-0.157705
948	-0.150474
949	-0.142677
950	-0.134356
951	-0.125553
952	-0.116314
953	-0.106683
954	-0.096707
955	-0.086433
956	-0.075908
957	-0.065179
958	-0.054294
959	-0.043299
960	-0.032240
961	-0.021162
962	-0.010109
963	0.000877
964	0.011753
965	0.022481
966	0.033023
967	0.043341
968	0.053403
969	0.063175
970	0.072628
971	0.081733
972	0.090465
973	0.098799
974	0.106714
975	0.114191
976	0.121211
977	0.127761
978	0.133825
979	0.139393
980	0.144456
981	0.149005
982	0.153034
983	0.156540
984	0.159518
985	0.161969
986	0.163891
987	0.165286
988	0.166157
989	0.166506
990	0.166339
991	0.165661
992	0.164479
993	0.162799
994	0.160630
995	0.157980
996	0.154859
997	0.151277
998	0.147245
999	0.142773
1000	0.137874
1001	0.132560
1002	0.126845
1003	0.120743
1004	0.114266
1005	0.107432
1006	0.100255
1007	0.092753
1008	0.084942
1009	0.076841
1010	0.068469
1011	0.059846
1012	0.050993
1013	0.041931
1014	0.032684
1015	0.023275
1016	0.013729
1017	0.004073
1018	-0.005667
1019	-0.015463
1020	-0.025286
1021	-0.035106
1022	-0.044891
1023	-0.054611
1024	-0.064232
1025	-0.073722
1026	-0.083047
1027	-0.092171
1028	-0.101061
1029	-0.109681
1030	-0.117996
1031	-0.125971
1032	-0.133572
1033	-0.140763
1034	-0.147510
1035	-0.153782
1036	-0.159545
1037	-0.164769
1038	-0.169423
1039	-0.173481
1040	-0.176916
1041	-0.179703
1042	-0.181821
1043	-0.183251
1044	-0.183975
1045	-0.183980
1046	-0.183253
1047	-0.181788
1048	-0.179580
1049	-0.176627
1050	-0.172931
1051	-0.168499
1052	-0.163339
1053	-0.157465
1054	-0.150893
1055	-0.143645
1056	-0.135746
1057	-0.127222
1058	-0.118106
1059	-0.108433
1060	-0.098242
1061	-0.087574
1062	-0.076476
1063	-0.064994
1064	-0.053179
1065	-0.041085
1066	-0.028767
1067	-0.016281
1068	-0.003687
1069	0.008956
1070	0.021586
1071	0.034142
1072	0.046562
1073	0.058785
1074	0.070749
1075	0.082393
1076	0.093660
1077	0.104490
1078	0.114829
1079	0.124622
1080	0.133820
1081	0.142374
1082	0.150241
1083	0.157378
1084	0.163750
1085	0.169323
1086	0.174069
1087	0.177964
1088	0.180988
1089	0.183129
1090	0.184375
1091	0.184724
1092	0.184175
1093	0.182736
1094	0.180418
1095	0.177236
1096	0.173213
1097	0.168375
1098	0.162753
1099	0.156383
1100	0.149305
1101	0.141563
1102	0.133204
1103	0.124281
1104	0.114848
1105	0.104963
1106	0.094686
1107	0.084078
1108	0.073204
1109	0.062128
1110	0.050917
1111	0.039636
1112	0.028352
1113	0.017130
1114	0.006035
1115	-0.004869
1116	-0.015521
1117	-0.025862
1118	-0.035834
1119	-0.045385
1120	-0.054463
1121	-0.063021
1122	-0.071017
1123	-0.078412
1124	-0.085172
1125	-0.091266
1126	-0.096672
1127	-0.101367
1128	-0.105340
1129	-0.108579
1130	-0.111081
1131	-0.112847
1132	-0.113883
1133	-0.114201
1134	-0.113817
1135	-0.112753
1136	-0.111033
1137	-0.108688
1138	-0.105753
1139	-0.102266
1140	-0.098269
1141	-0.093806
1142	-0.088925
1143	-0.083676
1144	-0.078113
1145	-0.072287
1146	-0.066256
1147	-0.060073
1148	-0.053796
1149	-0.047481
1150	-0.041182
1151	-0.034954
1152	-0.028850
1153	-0.022921
1154	-0.017215
1155	-0.011780
1156	-0.006657
1157	-0.001887
1158	0.002495
1159	0.006456
1160	0.009968
1161	0.013009
1162	0.015557
1163	0.017601
1164	0.019130
1165	0.020139
1166	0.020629
1167	0.020606
1168	0.020079
1169	0.019063
1170	0.017579
1171	0.015649
1172	0.013302
1173	0.010571
1174	0.007492
1175	0.004103
1176	0.000448
1177	-0.003428
1178	-0.007478
1179	-0.011652
1180	-0.015898
1181	-0.020165
1182	-0.024400
1183	-0.028548
1184	-0.032559
1185	-0.036378
1186	-0.039955
1187	-0.043241
1188	-0.046188
1189	-0.048751
1190	-0.050888
1191	-0.052560
1192	-0.053731
1193	-0.054371
1194	-0.054452
1195	-0.053950
1196	-0.052850
1197	-0.051136
1198	-0.048801
1199	-0.045843
1200	-0.042264
1201	-0.038071
1202	-0.033279
1203	-0.027905
1204	-0.021974
1205	-0.015514
1206	-0.008559
1207	-0.001147
1208	0.006679
1209	0.014870
1210	0.023378
1211	0.032146
1212	0.041117
1213	0.050230
1214	0.059423
1215	0.068631
1216	0.077787
1217	0.086824
1218	0.095675
1219	0.104272
1220	0.112548
1221	0.120437
1222	0.127874
1223	0.134797
1224	0.141146
1225	0.146864
1226	0.151896
1227	0.156194
1228	0.159712
1229	0.162408
1230	0.164247
1231	0.165197
1232	0.165234
1233	0.164337
1234	0.162493
1235	0.159694
1236	0.155939
1237	0.151233
1238	0.145586
1239	0.139017
1240	0.131548
1241	0.123210
1242	0.114037
1243	0.104071
1244	0.093359
1245	0.081953
1246	0.069910
1247	0.057292
1248	0.044163
1249	0.030594
1250	0.016658
1251	0.002429
1252	-0.012012
1253	-0.026588
1254	-0.041215
1255	-0.055811
1256	-0.070295
1257	-0.084582
1258	-0.098591
1259	-0.112242
1260	-0.125454
1261	-0.138153
1262	-0.150262
1263	-0.161713
1264	-0.172436
1265	-0.182370
1266	-0.191455
1267	-0.199637
1268	-0.206868
1269	-0.213106
1270	-0.218311
1271	-0.222452
1272	-0.225505
1273	-0.227450
1274	-0.228275
1275	-0.227972
1276	-0.226543
1277	-0.223994
1278	-0.220337
1279	-0.215593
1280	-0.209786
1281	-0.202949
1282	-0.195117
1283	-0.186335
1284	-0.176649
1285	-0.166111
1286	-0.154780
1287	-0.142717
1288	-0.129986
1289	-0.116656
1290	-0.102797
1291	-0.088485
1292	-0.073793
1293	-0.058800
1294	-0.043583
1295	-0.028221
1296	-0.012793
1297	0.002623
1298	0.017948
1299	0.033108
1300	0.048028
1301	0.062634
1302	0.076857
1303	0.090631
1304	0.103890
1305	0.116576
1306	0.128633
1307	0.140006
1308	0.150650
1309	0.160521
1310	0.169581
1311	0.177795
1312	0.185136
1313	0.191579
1314	0.197107
1315	0.201706
1316	0.205368
1317	0.208090
1318	0.209873
1319	0.210725
1320	0.210655
1321	0.209680
1322	0.207820
1323	0.205099
1324	0.201544
1325	0.197187
1326	0.192063
1327	0.186209
1328	0.179665
1329	0.172476
1330	0.164684
1331	0.156338
1332	0.147484
1333	0.138174
1334	0.128455
1335	0.118380
1336	0.107999
1337	0.097362
1338	0.086521
1339	0.075525
1340	0.064422
1341	0.053262
1342	0.042089
1343	0.030950
1344	0.019888
1345	0.008944
1346	-0.001842
1347	-0.012434
1348	-0.022795
1349	-0.032892
1350	-0.042697
1351	-0.052179
1352	-0.061314
1353	-0.070078
1354	-0.078450
1355	-0.086412
1356	-0.093948
1357	-0.101043
1358	-0.107685
1359	-0.113866
1360	-0.119577
1361	-0.124813
1362	-0.129569
1363	-0.133844
1364	-0.137636
1365	-0.140946
1366	-0.143777
1367	-0.146131
1368	-0.148013
1369	-0.149429
1370	-0.150383
1371	-0.150884
1372	-0.150938
1373	-0.150554
1374	-0.149740
1375	-0.148506
1376	-0.146860
1377	-0.144813
1378	-0.142373
1379	-0.139553
1380	-0.136361
1381	-0.132808
1382	-0.128905
1383	-0.124664
1384	-0.120094
1385	-0.115208
1386	-0.110017
1387	-0.104534
1388	-0.098769
1389	-0.092738
1390	-0.086451
1391	-0.079924
1392	-0.073170
1393	-0.066204
1394	-0.059042
1395	-0.051700
1396	-0.044195
1397	-0.036545
1398	-0.028768
1399	-0.020884
1400	-0.012914
1401	-0.004877
1402	0.003203
1403	0.011303
1404	0.019401
1405	0.027471
1406	0.035488
1407	0.043426
1408	0.051259
1409	0.058960
1410	0.066500
1411	0.073853
1412	0.080990
1413	0.087883
1414	0.094505
1415	0.100827
1416	0.106822
1417	0.112463
1418	0.117725
1419	0.122582
1420	0.127010
1421	0.130987
1422	0.134490
1423	0.137501
1424	0.140000
1425	0.141973
1426	0.143404
1427	0.144283
1428	0.144600
1429	0.144348
1430	0.143523
1431	0.142123
1432	0.140150
1433	0.137608
1434	0.134504
1435	0.130848
1436	0.126653
1437	0.121935
1438	0.116714
1439	0.111009
1440	0.104848
1441	0.098255
1442	0.091262
1443	0.083900
1444	0.076204
1445	0.068211
1446	0.059959
1447	0.051488
1448	0.042840
1449	0.034058
1450	0.025186
1451	0.016268
1452	0.007350
1453	-0.001523
1454	-0.010307
1455	-0.018956
1456	-0.027427
1457	-0.035676
1458	-0.043662
1459	-0.051345
1460	-0.058686
1461	-0.065650
1462	-0.072202
1463	-0.078311
1464	-0.083949
1465	-0.089090
1466	-0.093711
1467	-0.097795
1468	-0.101324
1469	-0.104288
1470	-0.106678
1471	-0.108489
1472	-0.109721
1473	-0.110376
1474	-0.110462
1475	-0.109988
1476	-0.108969
1477	-0.107422
1478	-0.105368
1479	-0.102831
1480	-0.099838
1481	-0.096419
1482	-0.092607
1483	-0.088436
1484	-0.083944
1485	-0.079169
1486	-0.074151
1487	-0.068933
1488	-0.063555
1489	-0.058062
1490	-0.052496
1491	-0.046900
1492	-0.041317
1493	-0.035787
1494	-0.030353
1495	-0.025052
1496	-0.019922
1497	-0.014998
1498	-0.010313
1499	-0.005898
1500	-0.001779
1501	0.002018
1502	0.005473
1503	0.008568
1504	0.011289
1505	0.013624
1506	0.015568
1507	0.017118
1508	0.018274
1509	0.019041
1510	0.019428
1511	0.019446
1512	0.019112
1513	0.018444
1514	0.017466
1515	0.016201
1516	0.014680
1517	0.012932
1518	0.010992
1519	0.008894
1520	0.006675
1521	0.004375
1522	0.002032
1523	-0.000312
1524	-0.002619
1525	-0.004846
1526	-0.006955
1527	-0.008904
1528	-0.010658
1529	-0.012178
1530	-0.013430
1531	-0.014381
1532	-0.015001
1533	-0.015264
1534	-0.015145
1535	-0.014623
1536	-0.013681
1537	-0.012307
1538	-0.010490
1539	-0.008227
1540	-0.005517
1541	-0.002362
1542	0.001228
1543	0.005241
1544	0.009660
1545	0.014463
1546	0.019626
1547	0.025118
1548	0.030905
1549	0.036951
1550	0.043214
1551	0.049650
1552	0.056212
1553	0.062850
1554	0.069513
1555	0.076146
1556	0.082695
1557	0.089103
1558	0.095313
1559	0.101268
1560	0.106911
1561	0.112186
1562	0.117037
1563	0.121413
1564	0.125261
1565	0.128532
1566	0.131181
1567	0.133165
1568	0.134446
1569	0.134988
1570	0.134762
1571	0.133741
1572	0.131906
1573	0.129241
1574	0.125736
1575	0.121387
1576	0.116197
1577	0.110171
1578	0.103325
1579	0.095676
1580	0.087251
1581	0.078081
1582	0.068202
1583	0.057657
1584	0.046493
1585	0.034764
1586	0.022527
1587	0.009843
1588	-0.003221
1589	-0.016595
1590	-0.030206
1591	-0.043978
1592	-0.057833
1593	-0.071690
1594	-0.085467
1595	-0.099083
1596	-0.112454
1597	-0.125498
1598	-0.138133
1599	-0.150279
1600	-0.161857
1601	-0.172791
1602	-0.183008
1603	-0.192438
1604	-0.201016
1605	-0.208680
1606	-0.215374
1607	-0.221047
1608	-0.225653
1609	-0.229152
1610	-0.231512
1611	-0.232706
1612	-0.232713
1613	-0.231520
1614	-0.229123
1615	-0.225521
1616	-0.220724
1617	-0.214746
1618	-0.207611
1619	-0.199349
1620	-0.189995
1621	-0.179594
1622	-0.168194
1623	-0.155852
1624	-0.142630
1625	-0.128595
1626	-0.113818
1627	-0.098377
1628	-0.082352
1629	-0.065829
1630	-0.048895
1631	-0.031640
1632	-0.014156
1633	0.003461
1634	0.021119
1635	0.038720
1636	0.056171
1637	0.073378
1638	0.090247
1639	0.106689
1640	0.122614
1641	0.137939
1642	0.152581
1643	0.166463
1644	0.179512
1645	0.191660
1646	0.202845
1647	0.213009
1648	0.222103
1649	0.230080
1650	0.236903
1651	0.242541
1652	0.246969
1653	0.250170
1654	0.252134
1655	0.252856
1656	0.252341
1657	0.250599
1658	0.247648
1659	0.243512
1660	0.238222
1661	0.231814
1662	0.224331
1663	0.215821
1664	0.206339
1665	0.195943
1666	0.184695
1667	0.172664
1668	0.159919
1669	0.146535
1670	0.132588
1671	0.118156
1672	0.103321
1673	0.088164
1674	0.072766
1675	0.057211
1676	0.041580
1677	0.025953
1678	0.010411
1679	-0.004968
1680	-0.020108
1681	-0.034937
1682	-0.049384
1683	-0.063384
1684	-0.076872
1685	-0.089790
1686	-0.102083
1687	-0.113703
1688	-0.124602
1689	-0.134742
1690	-0.144087
1691	-0.152608
1692	-0.160278
1693	-0.167080
1694	-0.172999
1695	-0.178026
1696	-0.182157
1697	-0.185393
