T	S1
429	0.135379
430	0.128841
431	0.121838
432	0.114432
433	0.106684
434	0.098659
435	0.090420
436	0.082030
437	0.073553
438	0.065048
439	0.056578
440	0.048199
441	0.039968
442	0.031937
443	0.024156
444	0.016673
445	0.009528
446	0.002762
447	-0.003591
448	-0.009502
449	-0.014943
450	-0.019896
451	-0.024342
452	-0.028271
453	-0.031676
454	-0.034554
455	-0.036909
456	-0.038747
457	-0.040080
458	-0.040924
459	-0.041297
460	-0.041225
461	-0.040732
462	-0.039850
463	-0.038612
464	-0.037052
465	-0.035208
466	-0.033120
467	-0.030829
468	-0.028375
469	-0.025803
470	-0.023154
471	-0.020471
472	-0.017797
473	-0.015173
474	-0.012638
475	-0.010232
476	-0.007990
477	-0.005947
478	-0.004135
479	-0.002583
480	-0.001316
481	-0.000359
482	0.000271
483	0.000558
484	0.000489
485	0.000056
486	-0.000744
487	-0.001914
488	-0.003448
489	-0.005341
490	-0.007580
491	-0.010152
492	-0.013038
493	-0.016217
494	-0.019663
495	-0.023350
496	-0.027247
497	-0.031320
498	-0.035536
499	-0.039857
500	-0.044245
501	-0.048660
502	-0.053061
503	-0.057408
504	-0.061659
505	-0.065772
506	-0.069707
507	-0.073423
508	-0.076883
509	-0.080047
510	-0.082882
511	-0.085352
512	-0.087427
513	-0.089077
514	-0.090278
515	-0.091005
516	-0.091240
517	-0.090966
518	-0.090170
519	-0.088843
520	-0.086979
521	-0.084578
522	-0.081640
523	-0.078173
524	-0.074186
525	-0.069691
526	-0.064707
527	-0.059253
528	-0.053354
529	-0.047036
530	-0.040330
531	-0.033268
532	-0.025886
533	-0.018222
534	-0.010314
535	-0.002206
536	0.006061
537	0.014441
538	0.022891
539	0.031363
540	0.039812
541	0.048193
542	0.056459
543	0.064565
544	0.072467
545	0.080122
546	0.087489
547	0.094528
548	0.101200
549	0.107471
550	0.113307
551	0.118677
552	0.123554
553	0.127912
554	0.131729
555	0.134986
556	0.137668
557	0.139762
558	0.141259
559	0.142152
560	0.142440
561	0.142122
562	0.141202
563	0.139688
564	0.137589
565	0.134917
566	0.131688
567	0.127920
568	0.123634
569	0.118852
570	0.113599
571	0.107902
572	0.101789
573	0.095290
574	0.088437
575	0.081260
576	0.073795
577	0.066073
578	0.058130
579	0.049999
580	0.041715
581	0.033313
582	0.024826
583	0.016288
584	0.007731
585	-0.000812
586	-0.009311
587	-0.017735
588	-0.026056
589	-0.034246
590	-0.042278
591	-0.050128
592	-0.057772
593	-0.065188
594	-0.072356
595	-0.079256
596	-0.085870
597	-0.092183
598	-0.098180
599	-0.103847
600	-0.109172
601	-0.114144
602	-0.118755
603	-0.122995
604	-0.126857
605	-0.130335
606	-0.133424
607	-0.136118
608	-0.138415
609	-0.140312
610	-0.141805
611	-0.142894
612	-0.143578
613	-0.143854
614	-0.143725
615	-0.143188
616	-0.142246
617	-0.140899
618	-0.139148
619	-0.136995
620	-0.134442
621	-0.131492
622	-0.128147
623	-0.124410
624	-0.120287
625	-0.115780
626	-0.110895
627	-0.105638
628	-0.100016
629	-0.094035
630	-0.087704
631	-0.081032
632	-0.074030
633	-0.066710
634	-0.059084
635	-0.051166
636	-0.042973
637	-0.034520
638	-0.025828
639	-0.016915
640	-0.007805
641	0.001480
642	0.010915
643	0.020472
644	0.030124
645	0.039840
646	0.049588
647	0.059336
648	0.069048
649	0.078690
650	0.088223
651	0.097609
652	0.106810
653	0.115785
654	0.124494
655	0.132896
656	0.140950
657	0.148614
658	0.155848
659	0.162611
660	0.168864
661	0.174568
662	0.179685
663	0.184181
664	0.188020
665	0.191172
666	0.193606
667	0.195295
668	0.196216
669	0.196346
670	0.195670
671	0.194171
672	0.191840
673	0.188670
674	0.184659
675	0.179809
676	0.174124
677	0.167617
678	0.160301
679	0.152196
680	0.143327
681	0.133721
682	0.123412
683	0.112436
684	0.100836
685	0.088657
686	0.075949
687	0.062764
688	0.049161
689	0.035199
690	0.020940
691	0.006451
692	-0.008199
693	-0.022943
694	-0.037706
695	-0.052418
696	-0.067005
697	-0.081391
698	-0.095505
699	-0.109272
700	-0.122620
701	-0.135479
702	-0.147779
703	-0.159453
704	-0.170438
705	-0.180673
706	-0.190099
707	-0.198664
708	-0.206318
709	-0.213017
710	-0.218720
711	-0.223395
712	-0.227010
713	-0.229544
714	-0.230979
715	-0.231303
716	-0.230512
717	-0.228606
718	-0.225592
719	-0.221485
720	-0.216304
721	-0.210075
722	-0.202830
723	-0.194607
724	-0.185450
725	-0.175408
726	-0.164534
727	-0.152888
728	-0.140533
729	-0.127537
730	-0.113971
731	-0.099910
732	-0.085431
733	-0.070613
734	-0.055539
735	-0.040291
736	-0.024952
737	-0.009608
738	0.005658
739	0.020762
740	0.035624
741	0.050163
742	0.064301
743	0.077963
744	0.091077
745	0.103574
746	0.115392
747	0.126470
748	0.136753
749	0.146192
750	0.154743
751	0.162368
752	0.169034
753	0.174716
754	0.179392
755	0.183050
756	0.185683
757	0.187289
758	0.187876
759	0.187454
760	0.186043
761	0.183665
762	0.180353
763	0.176141
764	0.171069
765	0.165186
766	0.158540
767	0.151187
768	0.143185
769	0.134597
770	0.125487
771	0.115923
772	0.105975
773	0.095713
774	0.085209
775	0.074535
776	0.063764
777	0.052968
778	0.042216
779	0.031579
780	0.021122
781	0.010912
782	0.001008
783	-0.008530
784	-0.017649
785	-0.026297
786	-0.034428
787	-0.042002
788	-0.048981
789	-0.055335
790	-0.061037
791	-0.066066
792	-0.070409
793	-0.074055
794	-0.077000
795	-0.079246
796	-0.080801
797	-0.081675
798	-0.081888
799	-0.081461
800	-0.080422
801	-0.078802
802	-0.076638
803	-0.073968
804	-0.070837
805	-0.067289
806	-0.063374
807	-0.059144
808	-0.054650
809	-0.049947
810	-0.045089
811	-0.040134
812	-0.035134
813	-0.030147
814	-0.025224
815	-0.020420
816	-0.015784
817	-0.011365
818	-0.007208
819	-0.003357
820	0.000150
821	0.003276
822	0.005991
823	0.008266
824	0.010078
825	0.011409
826	0.012246
827	0.012579
828	0.012405
829	0.011724
830	0.010543
831	0.008872
832	0.006726
833	0.004127
834	0.001098
835	-0.002332
836	-0.006129
837	-0.010258
838	-0.014677
839	-0.019345
840	-0.024214
841	-0.029237
842	-0.034363
843	-0.039542
844	-0.044719
845	-0.049842
846	-0.054856
847	-0.059707
848	-0.064344
849	-0.068714
850	-0.072767
851	-0.076454
852	-0.079729
853	-0.082548
854	-0.084872
855	-0.086664
856	-0.087891
857	-0.088523
858	-0.088536
859	-0.087909
860	-0.086628
861	-0.084681
862	-0.082063
863	-0.078774
864	-0.074818
865	-0.070205
866	-0.064950
867	-0.059072
868	-0.052596
869	-0.045553
870	-0.037976
871	-0.029903
872	-0.021377
873	-0.012445
874	-0.003157
875	0.006435
876	0.016274
877	0.026303
878	0.036459
879	0.046683
880	0.056909
881	0.067075
882	0.077116
883	0.086967
884	0.096566
885	0.105848
886	0.114754
887	0.123224
888	0.131200
889	0.138629
890	0.145459
891	0.151642
892	0.157133
893	0.161893
894	0.165885
895	0.169079
896	0.171447
897	0.172967
898	0.173624
899	0.173405
900	0.172304
901	0.170320
902	0.167458
903	0.163727
904	0.159141
905	0.153722
906	0.147493
907	0.140484
908	0.132729
909	0.124266
910	0.115139
911	0.105393
912	0.095079
913	0.084248
914	0.072958
915	0.061267
916	0.049234
917	0.036922
918	0.024395
919	0.011717
920	-0.001048
921	-0.013834
922	-0.026576
923	-0.039211
924	-0.051675
925	-0.063907
926	-0.075845
927	-0.087434
928	-0.098616
929	-0.109339
930	-0.119553
931	-0.129212
932	-0.138271
933	-0.146692
934	-0.154437
935	-0.161476
936	-0.167781
937	-0.173327
938	-0.178095
939	-0.182070
940	-0.185241
941	-0.187601
942	-0.189147
943	-0.189882
944	-0.189809
945	-0.188939
946	-0.187286
947	-0.184865
948	-0.181696
949	-0.177805
950	-0.173216
951	-0.167958
952	-0.162065
953	-0.155569
954	-0.148507
955	-0.140917
956	-0.132838
957	-0.124310
958	-0.115377
959	-0.106080
960	-0.096463
961	-0.086569
962	-0.076441
963	-0.066124
964	-0.055659
965	-0.045089
966	-0.034457
967	-0.023803
968	-0.013166
969	-0.002585
970	0.007903
971	0.018261
972	0.028457
973	0.038457
974	0.048230
975	0.057748
976	0.066983
977	0.075910
978	0.084504
979	0.092745
980	0.100611
981	0.108084
982	0.115147
983	0.121786
984	0.127987
985	0.133737
986	0.139027
987	0.143846
988	0.148188
989	0.152045
990	0.155413
991	0.158286
992	0.160663
993	0.162540
994	0.163917
995	0.164793
996	0.165168
997	0.165045
998	0.164424
999	0.163309
1000	0.161704
1001	0.159612
1002	0.157039
1003	0.153990
1004	0.150472
1005	0.146492
1006	0.142059
1007	0.137180
1008	0.131867
1009	0.126129
1010	0.119979
1011	0.113429
1012	0.106493
1013	0.099186
1014	0.091524
1015	0.083524
1016	0.075205
1017	0.066586
1018	0.057690
1019	0.048539
1020	0.039156
1021	0.029568
1022	0.019801
1023	0.009883
1024	-0.000156
1025	-0.010285
1026	-0.020472
1027	-0.030683
1028	-0.040884
1029	-0.051039
1030	-0.061112
1031	-0.071065
1032	-0.080859
1033	-0.090457
1034	-0.099818
1035	-0.108905
1036	-0.117677
1037	-0.126095
1038	-0.134120
1039	-0.141715
1040	-0.148842
1041	-0.155465
1042	-0.161548
1043	-0.167058
1044	-0.171963
1045	-0.176233
1046	-0.179841
1047	-0.182761
1048	-0.184970
1049	-0.186449
1050	-0.187182
1051	-0.187153
1052	-0.186354
1053	-0.184778
1054	-0.182421
1055	-0.179284
1056	-0.175373
1057	-0.170695
1058	-0.165263
1059	-0.159094
1060	-0.152209
1061	-0.144632
1062	-0.136391
1063	-0.127520
1064	-0.118053
1065	-0.108031
1066	-0.097497
1067	-0.086497
1068	-0.075081
1069	-0.063300
1070	-0.051210
1071	-0.038867
1072	-0.026331
1073	-0.013661
1074	-0.000920
1075	0.011830
1076	0.024524
1077	0.037101
1078	0.049495
1079	0.061645
1080	0.073488
1081	0.084964
1082	0.096014
1083	0.106580
1084	0.116609
1085	0.126049
1086	0.134851
1087	0.142970
1088	0.150364
1089	0.156997
1090	0.162835
1091	0.167849
1092	0.172016
1093	0.175316
1094	0.177736
1095	0.179266
1096	0.179903
1097	0.179648
1098	0.178509
1099	0.176496
1100	0.173628
1101	0.169925
1102	0.165417
1103	0.160133
1104	0.154111
1105	0.147390
1106	0.140017
1107	0.132039
1108	0.123508
1109	0.114479
1110	0.105010
1111	0.095160
1112	0.084993
1113	0.074570
1114	0.063958
1115	0.053220
1116	0.042422
1117	0.031631
1118	0.020909
1119	0.010321
1120	-0.000072
1121	-0.010209
1122	-0.020034
1123	-0.029491
1124	-0.038528
1125	-0.047098
1126	-0.055155
1127	-0.062660
1128	-0.069576
1129	-0.075872
1130	-0.081521
1131	-0.086501
1132	-0.090795
1133	-0.094391
1134	-0.097284
1135	-0.099471
1136	-0.100956
1137	-0.101748
1138	-0.101862
1139	-0.101315
1140	-0.100132
1141	-0.098339
1142	-0.095970
1143	-0.093059
1144	-0.089647
1145	-0.085776
1146	-0.081492
1147	-0.076844
1148	-0.071881
1149	-0.066657
1150	-0.061224
1151	-0.055638
1152	-0.049952
1153	-0.044222
1154	-0.038502
1155	-0.032846
1156	-0.027306
1157	-0.021931
1158	-0.016772
1159	-0.011872
1160	-0.007275
1161	-0.003021
1162	0.000855
1163	0.004320
1164	0.007346
1165	0.009911
1166	0.011994
1167	0.013581
1168	0.014662
1169	0.015234
1170	0.015295
1171	0.014852
1172	0.013913
1173	0.012494
1174	0.010614
1175	0.008297
1176	0.005572
1177	0.002469
1178	-0.000973
1179	-0.004716
1180	-0.008717
1181	-0.012931
1182	-0.017308
1183	-0.021799
1184	-0.026352
1185	-0.030914
1186	-0.035431
1187	-0.039850
1188	-0.044115
1189	-0.048174
1190	-0.051974
1191	-0.055465
1192	-0.058598
1193	-0.061325
1194	-0.063605
1195	-0.065395
1196	-0.066660
1197	-0.067366
1198	-0.067485
1199	-0.066991
1200	-0.065867
1201	-0.064096
1202	-0.061670
1203	-0.058584
1204	-0.054840
1205	-0.050445
1206	-0.045410
1207	-0.039754
1208	-0.033498
1209	-0.026671
1210	-0.019307
1211	-0.011444
1212	-0.003124
1213	0.005605
1214	0.014692
1215	0.024082
1216	0.033716
1217	0.043533
1218	0.053469
1219	0.063457
1220	0.073430
1221	0.083318
1222	0.093053
1223	0.102562
1224	0.111778
1225	0.120631
1226	0.129054
1227	0.136981
1228	0.144348
1229	0.151095
1230	0.157164
1231	0.162502
1232	0.167059
1233	0.170790
1234	0.173654
1235	0.175616
1236	0.176646
1237	0.176721
1238	0.175822
1239	0.173937
1240	0.171061
1241	0.167193
1242	0.162340
1243	0.156516
1244	0.149741
1245	0.142039
1246	0.133444
1247	0.123991
1248	0.113726
1249	0.102697
1250	0.090959
1251	0.078569
1252	0.065592
1253	0.052096
1254	0.038151
1255	0.023832
1256	0.009217
1257	-0.005615
1258	-0.020583
1259	-0.035604
1260	-0.050595
1261	-0.065471
1262	-0.080151
1263	-0.094550
1264	-0.108589
1265	-0.122187
1266	-0.135269
1267	-0.147759
1268	-0.159587
1269	-0.170687
1270	-0.180995
1271	-0.190452
1272	-0.199007
1273	-0.206609
1274	-0.213217
1275	-0.218794
1276	-0.223308
1277	-0.226734
1278	-0.229055
1279	-0.230257
1280	-0.230334
1281	-0.229288
1282	-0.227125
1283	-0.223857
1284	-0.219505
1285	-0.214093
1286	-0.207652
1287	-0.200220
1288	-0.191837
1289	-0.182552
1290	-0.172415
1291	-0.161483
1292	-0.149815
1293	-0.137476
1294	-0.124533
1295	-0.111054
1296	-0.097111
1297	-0.082779
1298	-0.068133
1299	-0.053247
1300	-0.038200
1301	-0.023067
1302	-0.007925
1303	0.007151
1304	0.022087
1305	0.036811
1306	0.051253
1307	0.065345
1308	0.079023
1309	0.092223
1310	0.104889
1311	0.116966
1312	0.128403
1313	0.139154
1314	0.149178
1315	0.158435
1316	0.166895
1317	0.174529
1318	0.181313
1319	0.187230
1320	0.192266
1321	0.196411
1322	0.199663
1323	0.202022
1324	0.203493
1325	0.204085
1326	0.203812
1327	0.202692
1328	0.200746
1329	0.197999
1330	0.194480
1331	0.190219
1332	0.185252
1333	0.179614
1334	0.173344
1335	0.166484
1336	0.159076
1337	0.151162
1338	0.142789
1339	0.134002
1340	0.124846
1341	0.115367
1342	0.105613
1343	0.095629
1344	0.085460
1345	0.075150
1346	0.064744
1347	0.054283
1348	0.043810
1349	0.033362
1350	0.022979
1351	0.012697
1352	0.002550
1353	-0.007430
1354	-0.017211
1355	-0.026766
1356	-0.036068
1357	-0.045092
1358	-0.053816
1359	-0.062219
1360	-0.070284
1361	-0.077994
1362	-0.085333
1363	-0.092290
1364	-0.098853
1365	-0.105013
1366	-0.110762
1367	-0.116093
1368	-0.121001
1369	-0.125483
1370	-0.129535
1371	-0.133156
1372	-0.136346
1373	-0.139103
1374	-0.141430
1375	-0.143327
1376	-0.144797
1377	-0.145843
1378	-0.146467
1379	-0.146673
1380	-0.146466
1381	-0.145848
1382	-0.144826
1383	-0.143404
1384	-0.141588
1385	-0.139382
1386	-0.136793
1387	-0.133828
1388	-0.130492
1389	-0.126794
1390	-0.122741
1391	-0.118340
1392	-0.113601
1393	-0.108534
1394	-0.103148
1395	-0.097454
1396	-0.091464
1397	-0.085191
1398	-0.078649
1399	-0.071851
1400	-0.064814
1401	-0.057555
1402	-0.050091
1403	-0.042441
1404	-0.034626
1405	-0.026667
1406	-0.018586
1407	-0.010408
1408	-0.002156
1409	0.006142
1410	0.014461
1411	0.022772
1412	0.031047
1413	0.039257
1414	0.047370
1415	0.055358
1416	0.063188
1417	0.070829
1418	0.078251
1419	0.085422
1420	0.092310
1421	0.098886
1422	0.105119
1423	0.110981
1424	0.116443
1425	0.121478
1426	0.126061
1427	0.130167
1428	0.133776
1429	0.136865
1430	0.139418
1431	0.141419
1432	0.142853
1433	0.143711
1434	0.143983
1435	0.143666
1436	0.142757
1437	0.141255
1438	0.139166
1439	0.136496
1440	0.133254
1441	0.129455
1442	0.125114
1443	0.120250
1444	0.114886
1445	0.109046
1446	0.102760
1447	0.096056
1448	0.088970
1449	0.081535
1450	0.073789
1451	0.065772
1452	0.057525
1453	0.049091
1454	0.040513
1455	0.031836
1456	0.023105
1457	0.014367
1458	0.005666
1459	-0.002951
1460	-0.011440
1461	-0.019756
1462	-0.027857
1463	-0.035701
1464	-0.043247
1465	-0.050458
1466	-0.057298
1467	-0.063735
1468	-0.069736
1469	-0.075276
1470	-0.080328
1471	-0.084873
1472	-0.088892
1473	-0.092371
1474	-0.095299
1475	-0.097670
1476	-0.099480
1477	-0.100730
1478	-0.101425
1479	-0.101573
1480	-0.101186
1481	-0.100279
1482	-0.098870
1483	-0.096983
1484	-0.094643
1485	-0.091877
1486	-0.088716
1487	-0.085195
1488	-0.081347
1489	-0.077212
1490	-0.072827
1491	-0.068234
1492	-0.063473
1493	-0.058586
1494	-0.053616
1495	-0.048604
1496	-0.043593
1497	-0.038624
1498	-0.033735
1499	-0.028967
1500	-0.024357
1501	-0.019938
1502	-0.015743
1503	-0.011804
1504	-0.008147
1505	-0.004796
1506	-0.001773
1507	0.000905
1508	0.003224
1509	0.005173
1510	0.006745
1511	0.007938
1512	0.008753
1513	0.009194
1514	0.009270
1515	0.008994
1516	0.008381
1517	0.007450
1518	0.006225
1519	0.004731
1520	0.002998
1521	0.001056
1522	-0.001060
1523	-0.003314
1524	-0.005670
1525	-0.008086
1526	-0.010524
1527	-0.012942
1528	-0.015298
1529	-0.017552
1530	-0.019661
1531	-0.021587
1532	-0.023289
1533	-0.024730
1534	-0.025875
1535	-0.026689
1536	-0.027142
1537	-0.027206
1538	-0.026855
1539	-0.026069
1540	-0.024829
1541	-0.023122
1542	-0.020938
1543	-0.018272
1544	-0.015123
1545	-0.011494
1546	-0.007394
1547	-0.002835
1548	0.002166
1549	0.007586
1550	0.013400
1551	0.019577
1552	0.026083
1553	0.032878
1554	0.039920
1555	0.047165
1556	0.054562
1557	0.062061
1558	0.069606
1559	0.077144
1560	0.084614
1561	0.091958
1562	0.099117
1563	0.106031
1564	0.112638
1565	0.118880
1566	0.124698
1567	0.130035
1568	0.134836
1569	0.139048
1570	0.142622
1571	0.145511
1572	0.147672
1573	0.149067
1574	0.149661
1575	0.149424
1576	0.148333
1577	0.146367
1578	0.143514
1579	0.139765
1580	0.135118
1581	0.129579
1582	0.123155
1583	0.115866
1584	0.107731
1585	0.098781
1586	0.089049
1587	0.078575
1588	0.067407
1589	0.055594
1590	0.043193
1591	0.030266
1592	0.016878
1593	0.003099
1594	-0.010999
1595	-0.025337
1596	-0.039838
1597	-0.054418
1598	-0.068996
1599	-0.083486
1600	-0.097803
1601	-0.111861
1602	-0.125577
1603	-0.138865
1604	-0.151645
1605	-0.163834
1606	-0.175356
1607	-0.186136
1608	-0.196104
1609	-0.205193
1610	-0.213340
1611	-0.220490
1612	-0.226590
1613	-0.231596
1614	-0.235467
1615	-0.238170
1616	-0.239680
1617	-0.239976
1618	-0.239047
1619	-0.236888
1620	-0.233500
1621	-0.228892
1622	-0.223083
1623	-0.216094
1624	-0.207958
1625	-0.198711
1626	-0.188399
1627	-0.177071
1628	-0.164785
1629	-0.151604
1630	-0.137595
1631	-0.122832
1632	-0.107392
1633	-0.091356
1634	-0.074810
1635	-0.057843
1636	-0.040544
1637	-0.023006
1638	-0.005324
1639	0.012408
1640	0.030095
1641	0.047643
1642	0.064956
1643	0.081945
1644	0.098517
1645	0.114587
1646	0.130069
1647	0.144883
1648	0.158952
1649	0.172204
1650	0.184573
1651	0.195995
1652	0.206416
1653	0.215785
1654	0.224058
1655	0.231199
1656	0.237176
1657	0.241965
1658	0.245549
1659	0.247919
1660	0.249071
1661	0.249009
1662	0.247742
1663	0.245290
1664	0.241674
1665	0.236926
1666	0.231080
1667	0.224179
1668	0.216269
1669	0.207403
1670	0.197639
1671	0.187036
1672	0.175659
1673	0.163579
1674	0.150865
1675	0.137591
1676	0.123835
1677	0.109672
1678	0.095181
1679	0.080442
1680	0.065534
1681	0.050534
1682	0.035520
1683	0.020570
1684	0.005757
1685	-0.008847
1686	-0.023171
1687	-0.037149
1688	-0.050717
1689	-0.063816
1690	-0.076389
1691	-0.088385
1692	-0.099757
1693	-0.110462
1694	-0.120462
1695	-0.129723
1696	-0.138217
1697	-0.145921
1698	-0.152817
1699	-0.158891
1700	-0.164135
1701	-0.168544
1702	-0.172121
1703	-0.174870
1704	-0.176801
1705	-0.177930
1706	-0.178273
1707	-0.177852
1708	-0.176694
1709	-0.174826
1710	-0.172280
1711	-0.169089
1712	-0.165290
1713	-0.160922
1714	-0.156024
1715	-0.150636
1716	-0.144802
1717	-0.138565
1718	-0.131967
1719	-0.125051
1720	-0.117862
1721	-0.110441
1722	-0.102831
1723	-0.095073
1724	-0.087206
1725	-0.079268
1726	-0.071296
1727	-0.063326
1728	-0.055390
1729	-0.047518
1730	-0.039741
1731	-0.032084
1732	-0.024571
1733	-0.017225
1734	-0.010065
1735	-0.003108
1736	0.003630
1737	0.010137
1738	0.016402
1739	0.022417
1740	0.028176
1741	0.033673
1742	0.038905
1743	0.043873
1744	0.048575
1745	0.053013
1746	0.057191
1747	0.061112
1748	0.064780
1749	0.068202
1750	0.071382
1751	0.074327
1752	0.077044
1753	0.079539
1754	0.081819
1755	0.083889
1756	0.085757
1757	0.087428
1758	0.088906
